px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-20.0081	8.90459	4.81858	0.492452	-0.285343	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.294089
-19.8189	9.0317	4.78247	0.500784	-0.245484	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	0.26338
-19.5211	9.03314	4.84791	0.395417	-0.380574	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.715599
-19.2755	9.14262	4.89535	0.380654	-0.372627	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	4.27879
-18.8728	9.14759	5.1329	0.257983	-0.520133	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	3.12452
-18.7307	9.29535	4.97836	0.324731	-0.373668	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	3.39119
-18.4801	9.41118	5.0262	0.325169	-0.344665	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.427023
-18.1689	9.39312	5.11672	0.225179	-0.472065	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	2.79324
-17.902	9.57567	5.20593	0.274231	-0.363385	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	2.68848
-17.6812	9.71012	5.13996	0.32207	-0.242845	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	2.19143
-17.4129	9.82514	5.19944	0.325622	-0.218675	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	0.524171
-17.155	9.89195	5.23562	0.293096	-0.263239	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.674153
-16.9266	10.064	5.23796	0.343348	-0.169804	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	0.68148
-16.6419	10.0976	5.30118	0.285625	-0.254121	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.369743
-16.4638	10.2693	5.21145	0.347763	-0.144635	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	0.536182
-16.1687	10.287	5.30428	0.269699	-0.273293	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	1.24399
-15.9262	10.2698	5.25385	0.208307	-0.345026	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.970716
-15.6955	10.3592	5.21127	0.223809	-0.28984	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.188748
-15.4617	10.3019	5.14536	0.146132	-0.385001	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	1.71789
-15.1268	10.2811	5.28928	0.0720543	-0.474166	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	5.74538
-14.9161	10.4096	5.2228	0.124537	-0.362008	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.554176
-14.6908	10.4786	5.10291	0.16352	-0.241737	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	5.54674
-14.3907	10.338	5.16503	0.035434	-0.413383	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	1.49819
-14.1493	10.3928	5.11221	0.0573375	-0.336626	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.775219
-13.9244	10.712	5.07713	0.231993	-0.0529354	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	5.85485
-13.6494	10.738	5.1294	0.20451	-0.0918402	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	0.574361
-13.3537	10.6405	5.19663	0.102947	-0.235382	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.930275
-13.0866	10.663	5.21727	0.0869209	-0.243631	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.192937
-12.9166	10.8983	5.07517	0.217391	-0.0332656	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	1.86603
-12.6226	10.8921	5.17718	0.15853	-0.135466	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	1.6979
-12.3316	10.7331	5.22478	0.0245853	-0.324018	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	1.77701
-12.1032	10.8241	5.13814	0.0815864	-0.196117	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	1.06747
-11.9076	10.9827	5.04032	0.164033	-0.0607747	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	0.798031
-11.5902	10.9355	5.16688	0.0942723	-0.165331	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	3.68524
-11.3772	10.96	5.09447	0.0911714	-0.158476	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.427753
-11.057	10.77	5.26987	-0.0905594	-0.458692	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	5.14482
-10.7218	10.686	5.40218	-0.153991	-0.51641	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	1.06623
-10.5126	10.7704	5.24145	-0.0789665	-0.346834	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	1.99612
-10.3197	10.8406	5.11087	-0.0363217	-0.260949	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	0.866662
-10.1003	10.9779	4.97631	0.0642954	-0.0682645	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	2.46468
-9.85589	11.0612	4.96111	0.103732	-0.00532503	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	0.225305
-9.60987	10.9628	4.99732	0.0143823	-0.150885	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	4.82736
-9.3483	11.0049	5.01574	0.0318086	-0.113866	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.196087
-9.08969	10.9428	5.02924	-0.0118301	-0.162213	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	3.05274
-8.83266	11.0195	5.03096	0.0317419	-0.0857752	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	0.401451
-8.57325	10.9125	5.04929	-0.0384069	-0.174088	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	7.08398
-8.40901	10.7636	4.9247	-0.133508	-0.303072	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	3.93692
-8.17984	10.8469	4.84899	-0.0586102	-0.153617	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	1.9361
-7.80607	10.9148	5.05925	-0.0130195	-0.0730751	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	5.99471
-7.53691	10.9104	5.0683	-0.00382621	-0.0378607	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	1.8372
-7.2361	10.8396	5.16705	-0.0504321	-0.102758	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.561864
-7.02683	10.951	5.03773	0.0396936	0.0546823	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15	2.44996
